File,Title,Year
a-i-rising-1080p-latino-ingles-mega.txt,Titulo Original: Ederlezi Rising,2018
a-kid-like-jake-1080p-latino-ingles-mega.txt,Titulo Original: A Kid Like Jake,2018
a-la-deriva-1080p-latino-ingles-mega.txt,Titulo Original: Adrift,2018
a-la-hora-senalada-1080p-latino-ingles-mega.txt,Titulo Original: High Noon  |  Solo ante el peligro,1952
a-la-mierda-con-los-zombis-1080p-latino-ingles-mega.txt,Otros Titulos: Scouts Guide to the Zombie Apocalypse  |  Zombie Camp,2015
a-lo-largo-del-mohawk-720p-latino-ingles-mega.txt,Titulo Original: Drums Along the Mohawk,1939
a-los-gatos-ni-tocarlos-un-asesino-en-internet-temporada-1-720p-latino-ingles-mega.txt,,
a-prueba-de-muerte-1080p-latino.txt,Titulo Original: Grindhouse (Death Proof),2007
a-quemarropa-1080p-latino.txt,Otros Titulos:  Point Blank  |  Point Blank: Cuenta atrás,2019
a-todos-los-chicos-de-los-que-me-enamore-1080p-latino-ingles-mega.txt,Titulo Original: To All the Boys I’ve Loved Before,2018
a-todos-los-chicos-p-d-todavia-te-quiero-1080p-latino-ingles-mega.txt,Titulo Original: To All the Boys: P.S. I Still Love You,2020
a-todos-los-chicos-para-siempre-1080p-latino-ingles-mega.txt,Titulo Original: To All the Boys: Always and Forever,2021
a-traicion-1080p-latino-ingles-mega.txt,Titulo Original: A Fall from Grace,2020
a-traves-de-mi-ventana-1080p-castellano-mega.txt,Titulo Original: A través de mi ventana,2022
a-traves-del-universo-1080p-latino-ingles-mega.txt,Titulo Original: Across the Universe,2007
a-vigilante-1080p-latino-ingles-mega.txt,Titulo Original: A Vigilante,2018
a-x-l-1080p-latino-ingles-mega.txt,Titulo Original: A.X.L.,2018
abigail-ciudad-fantastica-1080p-latino-ingles-mega.txt,Titulo Original: Abigail,2019
abismo-1080p-castellano-ingles-mega.txt,Titulo Original: The Deep, 1977
abismo-negro-1080p-latino-castellano-ingles-mega.txt,Titulo Original: The Black Hole, 1979
abogado-del-diablo-1080p-latino-ingles-mega.txt,Otros Titulos: The Devil’s Advocate  |  Pactar con el diablo, 1997
abogado-del-mal-1080p-latino-ingles-mega.txt,Titulo Original: The Whole Truth,2016
abracadabra-1080p-latino-ingles-mega.txt,Titulo Original: Hocus Pocus,1993
abraham-lincoln-cazador-de-vampiros-1080p-latino-ingles-mega.txt,Titulo Original: Abraham Lincoln: Vampire Hunter,2012
abre-los-ojos-1080p-castellano-mega.txt,Titulo Original: Abre los ojos, 1997
abre-tus-alas-1080p-latino-frances-mega.txt,Otros Titulos: Donne-moi des ailes   |  Spread Your Wings,2019
absentia-temporada-1-720p-latino.txt,,2017
absentia-temporada-2-720p-latino-ingles-mega.txt,,
absentia-temporada-3-720p-latino-ingles-mega.txt,,
absolutamente-fabulosas-1080p-latino-ingles-mega.txt,,2016
academia-de-genios-1080p-latino-ingles-mega.txt,Otros Titulos: Real Genius  |  Escuela de genios,1985
accepted-admitido-1080p-latino-ingles-mega.txt,,2006
ace-ventura-cuando-la-naturaleza-llama-1080p-latino-ingles-mega.txt,Otros Titulos: Ace Ventura: Operación África  |  Ace Ventura: When Nature Calls  |  Ace Ventura 2, 1995
ace-ventura-detective-diferente-1080p-latino-ingles-mega.txt,"Titulo Original: Ace Ventura, Pet Detective", 1994
acoso-sexual-1080p-latino-ingles-mega.txt,Titulo Original: Disclosure, 1994
action-point-1080p-latino-ingles-mega.txt,Titulo Original: Action Point,2018
actividad-paranormal-0-origen-1080p-latino-japones-mega.txt,Titulo Original: Paranormal Activity 2: Tokyo Night,2010
actividad-paranormal-1080p-latino-ingles-mega.txt,Titulo Original: Paranormal Activity,2007
actividad-paranormal-2-1080p-latino-ingles-mega.txt,Titulo Original: Paranormal Activity 2,2010
actividad-paranormal-3-1080p-latino-ingles-mega.txt,Titulo Original: Paranormal Activity 3,2011
actividad-paranormal-4-1080p-latino-ingles-mega.txt,Titulo Original: Paranormal Activity 4,2012
actividad-paranormal-la-dimension-fantasma-1080p-latino-ingles-mega.txt,Otros Titulos: Paranormal Activity: The Ghost Dimension  |  Paranormal Activity 5,2015
actividad-paranormal-los-marcados-1080p-latino-ingles-mega.txt,Otros Titulos: Paranormal Activity: The Marked Ones  |  Paranormal Activity: Los señalados,2013
actos-de-violencia-1080p-latino-ingles-mega.txt,Titulo Original: Acts of Violence,2018
actos-venganza-1080p-latino-ingles-mega.txt,Titulo Original: Acts of Vengeance,2017
ad-astra-1080p-latino-ingles-mega.txt,Titulo Original: Ad Astra,2019
adios-muchachos-1080p-frances-subtitulado-mega.txt,Titulo Original: Au revoir les enfants,1987
admiradora-secreta-1080p-latino-mega.txt,Titulo Original: Secret Admirer, 1985
aeon-flux-1080p-latino-ingles-mega.txt,Titulo Original: Æon Flux,2005
after-almas-perdidas-1080p-latino-ingles-mega.txt,Titulo Original: After We Fell,2021
after-aqui-empieza-todo-1080p-latino-ingles-mega.txt,Titulo Original: After,2019
after-en-mil-pedazos-1080p-latino-ingles-mega.txt,Titulo Original: After We Collided,2020
agencia-secreta-de-control-magico-1080p-latino-ingles-mega.txt,Titulo Original: Secret Magic Control Agency,2021
agent-carter-temporada-1-720p-latino-ingles-mega.txt,,2015
agent-carter-temporada-2-720p-latino-ingles-mega.txt,,2016
agente-00-gato-1080p-latino-mega.txt,Otros Titulos: Marnies Welt   |  Spy Cat,2018
agente-bajo-fuego-1080p-latino.txt,Otros Titulos: Angel Has Fallen  |  Objetivo: Washington D.C.,2019
agente-salt-1080p-latino-ingles-mega.txt,Titulo Original: Salt,2010
agente-z-misterio-en-el-zoo-1080p-latino-coreano-mega.txt,Titulo Original: Mr. Zoo: The Missing VIP,2020
agents-of-shield-temporada-1-720p-latino-ingles-mega.txt,,2013
agents-of-shield-temporada-2-720p-latino-ingles-mega.txt,,2014
agents-of-shield-temporada-3-720p-latino-mega.txt,,2015
agents-of-shield-temporada-4-720p-latino-mega.txt,,2016
agents-of-shield-temporada-5-720p-latino-ingles-mega.txt,,
agents-of-shield-temporada-6-720p-latino-ingles-mega.txt,,
agua-turbia-1080p-latino-ingles-mega.txt,Titulo Original: Dark Water,2005
agua-viva-1080p-latino-ingles-mega.txt,Otros Titulos: El Misterio de las profundidades  |  Deep Rising, 1998
ahi-te-encargo-1080p-latino-ingles-mega.txt,Titulo Original: Ahí te encargo,2020
ahora-estamos-solos-1080p-latino-ingles-mega.txt,Titulo Original: I Think We’re Alone Now,2018
ahora-me-ves-1080p-latino-ingles-mega.txt,Otros Titulos: Now You See Me | Los ilusionistas: Nada es lo que parece,2013
ahora-me-ves-2-1080p-latino-ingles-mega.txt,,2016
ahora-nunca-1080p-latino-ingles-mega.txt,Titulo Original: The Bucket List,2007
ahora-son-13-1080p-latino-ingles-mega.txt,Titulo Original: Ocean’s 13 (Ocean’s Thirteen),2007
ainbo-la-guerrera-del-amazonas-1080p-latino-ingles-mega.txt,Titulo Original: Ainbo: Spirit of the Amazon,2021
air-1080p-latino-ingles-mega.txt,,2015
aislados-1080p-latino-aleman-mega.txt,Otros Titulos: Abgeschnitten  |  Cut Off,2018
akira-1080p-latino-ingles-japones-mega.txt,Titulo Original: Akira, 1988
al-diablo-con-el-diablo-1080p-latino-ingles-mega.txt,Titulo Original: Bedazzled,2000
al-este-del-paraiso-1080p-latino-ingles-mega.txt,Otros Titulos: East of Eden  |  Al Este del Edén,1955
al-filo-del-manana-1080p-latino-ingles-mega.txt,,2014
al-filo-la-oscuridad-1080p-latino-ingles-mega.txt,,2010
al-final-del-tunel-1080p-latino-mega.txt,Titulo Original: Al final del túnel,2016
al-morir-la-matinee-1080p-latino-mega.txt,Titulo Original: Al morir la matinée,2020
aladdin-1080p-latino-ingles-mega.txt,Titulo Original: Aladdin, 1992
aladdin-2-1080p-latino-ingles-mega.txt,Otros Titulos: The Return of Jafar  |  El retorno de Jafar, 1994
aladdin-2019-1080p-latino-ingles-mega.txt,Titulo Original: Aladdin,2019
aladdin-y-el-rey-de-los-ladrones-1080p-latino-ingles-mega.txt,Titulo Original: Aladdin and the King of Thieves, 1995
alcanzando-tu-sueno-1080p-latino-ingles-mega.txt,Titulo Original: Teen Spirit,2018
alejandro-magno-1080p-castellano-ingles-mega.txt,Titulo Original: Alexander the Great, 1956
alejandro-magno-1080p-latino-ingles-mega.txt,Titulo Original: Alexander,2004
alerta-en-lo-profundo-1080p-latino-ingles-mega.txt,Titulo Original: Deep Blue Sea, 1999
alerta-en-lo-profundo-2-1080p-latino-ingles-mega.txt,Titulo Original: Deep Blue Sea 2,2018
alerta-en-lo-profundo-3-1080p-latino-ingles-mega.txt,Titulo Original: Deep Blue Sea 3,2020
alerta-maxima-1080p-latino-ingles-mega.txt,Titulo Original: Under Siege, 1992
alerta-maxima-2-1080p-latino-ingles-mega.txt,Titulo Original: Under Siege 2: Dark Territory, 1995
alerta-roja-1080p-latino-coreano-mega.txt,Otros Titulos: Baekdusan  |  Ashfall,2019
alerta-roja-2021-1080p-latino-ingles-mega.txt,Titulo Original: Red Notice,2021
alex-strangelove-1080p-latino-ingles-mega.txt,Titulo Original: Alex Strangelove,2018
alexander-dia-terrible-horrible-espantoso-horroroso-1080p-latino-ingles-mega.txt,"Titulo Original: Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014
alfa-1080p-latino-ingles-mega.txt,Titulo Original: Alpha,2018
algo-en-comun-1080p-latino-ingles-mega.txt,Titulo Original: Garden State,2004
alguien-tiene-que-morir-temporada-1-720p-castellano-ingles-mega.txt,,2020
aliados-1080p-latino-ingles-mega.txt,,2016
alice-1080p-checo-ingles-subtitulado-mega.txt,Titulo Original: Neco z Alenky, 1988
alicia-en-el-pais-de-las-maravillas-1951-1080p-latino-ingles-mega.txt,Titulo Original: Alice in Wonderland,1951
alicia-en-el-pais-de-las-maravillas-2010-1080p-latino-ingles-mega.txt,,2010
alicia-traves-del-espejo-1080p-latino-ingles-mega.txt,,2016
alien-2-el-regreso-1080p-latino-ingles-mega.txt,,1986
alien-3-1080p-latino-ingles-mega.txt,,1992
alien-4-resurreccion-1080p-latino-ingles-mega.txt,,1997
alien-covenant-1080p-latino-ingles-mega.txt,Titulo Original: Alien: Covenant,2017
alien-el-octavo-pasajero-1080p-latino-ingles-mega.txt,,1979
alien-vs-depredador-1080p-latino-ingles-mega.txt,Titulo Original: Alien vs. Predator,2004
alien-vs-depredador-2-1080p-latino-ingles-mega.txt,Otros Titulos: Aliens vs. Predator: Requiem | Aliens vs. Predator 2,2007
alien-warfare-1080p-latino-ingles-mega.txt,Titulo Original: Alien Warfare,2019
all-eyez-on-me-1080p-latino-ingles-mega.txt,Titulo Original: All Eyez On Me,2017
all-is-true-1080p-latino-ingles-mega.txt,Titulo Original: All Is True,2018
allan-una-pasion-repentina-1080p-latino-ingles-mega.txt,Titulo Original: Allan the Dog,2020
alma-de-heroe-1080p-latino-mega.txt,Titulo Original: Alma de héroe,2019
alma-maldita-1080p-latino-ruso-mega.txt,Otros Titulos: Provodnik   |  The Soul Conductor,2019
alma-salvaje-1080p-latino-ingles-mega.txt,,2014
almost-christmas-1080p-latino-ingles-mega.txt,,2016
alone-1080p-latino-ingles-mega.txt,Otro Titulo: Sola,2020
alone-in-the-dark-1080p-latino-ingles-mega.txt,Titulo Original: Alone in the Dark,2005
alta-sociedad-1080p-latino-ingles-mega.txt,Titulo Original: High Society,1956
alta-tension-1080p-latino-frances-mega.txt,Titulo Original: Haute tension,2003
altered-carbon-reefundados-1080p-latino-japones-ingles-mega.txt,Titulo Original: Altered Carbon: Resleeved,2020
altered-carbon-temporada-1-720p-latino-ingles-mega.txt,,2018
altered-carbon-temporada-2-720p-latino.txt,,
alucinaciones-del-pasado-1080p-ingles-subtitulado-mega.txt,Titulo Original: Jacob’s Ladder, 1990
alvin-y-las-ardillas-1080p-latino-ingles-mega.txt,,2007
alvin-y-las-ardillas-2-1080p-latino-ingles-mega.txt,,2009
alvin-y-las-ardillas-3-1080p-latino-ingles-mega.txt,,2011
alvin-y-las-ardillas-fiesta-sobre-ruedas-1080p-latino-ingles-mega.txt,,2015
amadeus-1080p-latino-ingles-mega.txt,, 1984
amame-o-dejame-1080p-latino-ingles-mega.txt,Titulo Original: Love Me or Leave Me  |  Quiéreme o déjame,1955
amanecer-los-muertos-2004-1080p-latino-ingles-mega.txt,Titulo Original: Dawn of the Dead,2004
amanecer-los-muertos-vivientes-1978-1080p-ingles-subtitulado-mega.txt,Titulo Original: Dawn of the Dead, 1978
amateur-1080p-latino-ingles-mega.txt,Titulo Original: Amateur,2018
amelie-1080p-latino-frances-mega.txt,Titulo Original: Le fabuleux destin d’Amélie Poulain,2001
amenaza-en-lo-profundo-1080p-latino-ingles-mega.txt,Titulo Original: Underwater,2020
amenaza-roja-1984-1080p-latino-ingles-mega.txt,Otros Titulos: Red Dawn  |  Amanecer rojo, 1984
american-animals-1080p-latino-ingles-mega.txt,Titulo Original: American Animals,2018
american-gods-temporada-1-720p-latino-ingles-mega.txt,,2017
american-gods-temporada-2-720p-latino-ingles-mega.txt,,
american-gods-temporada-3-1080p-latino-ingles-mega.txt,,
american-horror-story-1984-temporada-9-1080p-latino-ingles-mega.txt,,
american-horror-story-apocalypse-temporada-8-720p-latino-ingles-mega.txt,,2018
american-horror-story-asylum-temporada-2-720p-latino-ingles-mega.txt,,2012
american-horror-story-coven-temporada-3-720p-latino-ingles-mega.txt,,2013
american-horror-story-cult-temporada-7-720p-latino-ingles-mega.txt,,2017
american-horror-story-double-feature-temporada-10-1080p-latino-ingles-mega.txt,,
american-horror-story-freak-show-temporada-4-720p-latino-ingles-mega.txt,,2014
american-horror-story-hotel-temporada-5-720p-latino-ingles-mega.txt,,2015
american-horror-story-murder-house-temporada-1-720p-latino-ingles-mega.txt,,2011
american-horror-story-roanoke-temporada-6-720p-latino-ingles-mega.txt,,2016
american-me-1080p-latino-ingles-mega.txt,Otros Titulos: Santana ¿Americano yo?  |  Sin remisión,1992
american-pie-1080p-latino-ingles-mega.txt,, 1999
american-pie-2-1080p-latino-ingles-mega.txt,,2001
american-pie-3-menuda-boda-1080p-latino-ingles-mega.txt,,2003
american-pie-campamento-bandas-1080p-latino-mega.txt,,2005
american-pie-casa-beta-1080p-latino-ingles-mega.txt,,2007
american-pie-libro-del-amor-1080p-latino-mega.txt,,2009
american-pie-presents-girls-rules-1080p-latino-ingles-mega.txt,Titulo Original: American Pie Presents: Girls’ Rules,2020
american-pie-reencuentro-1080p-latino-ingles-mega.txt,,2012
american-pie-una-fiesta-pelotas-720p-latino-mega.txt,,2006
american-psycho-1080p-latino-ingles-mega.txt,,2000
american-woman-1080p-latino-ingles-mega.txt,Titulo Original: American Woman,2018
amigo-gigante-1080p-latino-ingles-mega.txt,,2016
amigos-armas-1080p-latino-ingles-mega.txt,,2016
amigos-beneficios-1080p-latino-ingles-mega.txt,,2011
amigos-con-derechos-1080p-latino-ingles-mega.txt,Titulo Original: No Strings Attached,2011
amigos-intocables-1080p-latino-frances-mega.txt,Titulo Original: Intouchables,2011
amigos-pasajeros-1080p-latino-ingles-mega.txt,Otros Titulos: Vacation Friends  |  Amigos de las vacaciones,2021
amigos-por-siempre-1080p-latino-ingles-mega.txt,Titulo Original: The Upside,2019
amigos-salvajes-1080p-latino-ingles-mega.txt,Otros Titulos: Colegas en el bosque  |  Open Season,2006
amigos-salvajes-2-1080p-latino-ingles-mega.txt,Otros Titulos: Open Season 2  |  Colegas en el bosque 2,2008
amigos-salvajes-3-1080p-latino-ingles-mega.txt,Otros Titulos: Open Season 3  |  Colegas en el bosque 3,2010
amina-1080p-latino-ingles-mega.txt,Titulo Original: Amina,2021
amityville-2-la-posesion-1080p-latino-ingles-mega.txt,Titulo Original: Amityville II: The Possession, 1982
amityville-3-el-pozo-del-infierno-1080p-latino-ingles-mega.txt,Titulo Original: Amityville 3-D (Amityville III: The Demon), 1983
amityville-despertar-1080p-latino-ingles-mega.txt,Titulo Original: Amityville: The Awakening,2017
amnesia-1080p-latino-ingles-mega.txt,Titulo Original: Backtrace,2018
amo-a-mi-novia-1080p-latino-ingles-mega.txt,Otros Titulos: Algunas chicas  |  Some Girls,1988
amor-a-segunda-vista-1080p-latino-ingles-mega.txt,Otros Titulos: Two Weeks Notice  |  Amor con preaviso,2002
amor-carnal-1080p-latino-ingles-mega.txt,Titulo Original: The Bad Batch,2016
amor-ciego-1080p-latino-ingles-mega.txt,Titulo Original: Shallow Hal,2001
amor-de-calendario-1080p-latino-ingles-mega.txt,Titulo Original: Holidate,2020
amor-de-cuento-1080p-latino-ingles-mega.txt,Otros Titulos: Good on Paper  |  Tenía buena pinta,2021
amor-de-gata-1080p-latino-japones-mega.txt,Titulo Original: Nakitai Watashi wa Neko o Kaburu,2020
amor-de-medianoche-1080p-latino-ingles-mega.txt,Titulo Original: Midnight Sun,2017
amor-de-vinilo-1080p-latino-ingles-mega.txt,"Otros Titulos: Juliet, Naked  |  Juliet, Desnuda",2018
amor-garantizado-1080p-latino-ingles-mega.txt,"Titulo Original: Love, Guaranteed",2020
amor-linea-1080p-latino-frances-mega.txt,Otros Titulos: Un profil pour deux  |  En lugar del Sr. Stein,2017
amor-rebelde-1080p-latino-ingles-mega.txt,Titulo Original: Kids in Love,2016
amor-sin-barreras-1080p.txt,Titulo Original: West Side Story, 1961
amor-sin-medida-1080p-latino-portugues-ingles-mega.txt,Titulo Original: Amor Sem Medida,2021
amor-y-monstruos-1080p-latino-ingles-mega.txt,Titulo Original: Love and Monsters,2020
amores-de-vampiros-1080p-latino-ingles-mega.txt,Titulo Original: The Vampire Lovers,1970
amores-perros-1080p-latino-mega.txt,,2000
amour-1080p-frances-subtitulado-mega.txt,Otros Titulos: Amor  |  Love,2012
amulet-1080p-latino-ingles-mega.txt,Titulo Original: Amulet,2020
an-american-pickle-1080p-latino-ingles-mega.txt,Titulo Original: An American Pickle,2020
ana-y-el-apocalipsis-1080p-latino-ingles-mega.txt,Titulo Original: Anna and the Apocalypse,2017
ana-y-el-rey-1080p-latino-ingles-mega.txt,,1999
anaconda-1080p-latino-ingles-mega.txt,Titulo Original: Anaconda,1997
anaconda-2-1080p-latino-ingles-mega.txt,Otros Titulos: Anacondas: La cacería por la orquídea sangrienta  |  Anacondas: The Hunt For the Blood Orchid,2004
anaconda-3-1080p-latino-ingles-mega.txt,Titulo Original: Anaconda 3: The Offspring,2008
anaconda-4-1080p-latino-ingles-mega.txt,Otros Titulos: Anacondas: Trail of Blood (Anaconda 4)   |  Anaconda 4: Rastro de sangre,2009
anastasia-1080p-latino-ingles-mega.txt,Titulo Original: Anastasia,1997
anastasia-1956-1080p.txt,Titulo Original: Anastasia,1956
anastasia-once-upon-a-time-1080p-latino-ingles-mega.txt,Titulo Original: Anastasia: Once Upon a Time,2019
angel-a-1080p-latino-frances-mega.txt,Titulo Original: Angel-A,2005
angeles-y-demonios-1080p-latino-mega.txt,,2009
angeles-y-demonios-1995-1080p-latino-ingles-mega.txt,Titulo Original: The Prophecy,1995
angeles-y-demonios-2-1080p-latino-ingles-mega.txt,Titulo Original: The Prophecy II,1998
angeles-y-demonios-3-1080p-latino-ingles-mega.txt,Titulo Original: The Prophecy 3: The Ascent,2000
angry-birds-2-la-pelicula-1080p-latino-ingles-mega.txt,Titulo Original: The Angry Birds Movie 2,2019
angry-birds-la-pelicula-1080p-latino-ingles-mega.txt,,2016
angry-birds-un-verano-de-locos-temporada-1-1080p-latino-ingles-mega.txt,Titulo original: Angry Birds: Summer Madness,2022
angustia-de-un-querer-1080p-latino-ingles-mega.txt,Otros Titulos: Love is a Many-Splendored Thing  |  La colina del adiós  |  El amor es una cosa esplendorosa,1955
animal-1080p-ingles-subtitulado-mega.txt,,2014
animal-1080p-latino-ingles-mega.txt,Otros Titulos : The Animal  |  Estoy hecho un animal,2001
animal-temporada-1-1080p-latino-ingles-mega.txt,,2021
animal-world-1080p-chino-subtitulado-mega.txt,Titulo Original: Dongwu shijie,2018
animales-corporativos-1080p-latino-ingles-mega.txt,Otros Titulos: Corporate Animals  |  Ejecutivos agresivos,2019
animales-en-apuros-1080p-latino-mega.txt,Titulo Original: Dva khvosta (Two Tails),2018
animales-fantasticos-donde-encontrarlos-1080p-latino-ingles-mega.txt,Titulo Original: Fantastic Beasts and Where to Find Them,2016
animales-fantasticos-los-crimenes-de-grindelwald-1080p-latino-ingles-mega.txt,Titulo Original: Fantastic Beasts: The Crimes of Grindelwald,2018
animales-humanos-1080p-latino.txt,Titulo Original: Animales humanos,2020
animales-nocturnos-1080p-latino-ingles-mega.txt,,2016
